,TransactionType,Channel,CustomerAge,CustomerOccupation,AccountBalance,CustomerAge_bin,AccountBalance_bin,TransactionAmount_bin,cluster
1117,Debit,ATM,63.0,Doctor,8647.04,3.0,3.0,3.0,2
1118,Debit,ATM,52.0,Engineer,1292.1,3.0,3.0,3.0,2
1119,Debit,ATM,21.0,Student,392.34,1.0,1.0,1.0,1
1120,Debit,ATM,60.0,Engineer,9877.17,3.0,3.0,3.0,2
1121,Credit,Branch,58.0,Doctor,12059.85,3.0,3.0,3.0,3
1122,Credit,Online,61.0,Retired,6643.24,3.0,3.0,3.0,3
1123,Debit,Branch,57.0,Doctor,9903.48,3.0,3.0,3.0,2
1124,Debit,ATM,22.0,Student,151.42,1.0,1.0,1.0,1
1125,Debit,Branch,41.0,Engineer,2850.92,2.0,2.0,2.0,0
1126,Debit,ATM,30.0,Doctor,10679.67,1.0,1.0,1.0,0
1127,Credit,Online,51.0,Doctor,10652.13,3.0,3.0,3.0,3
1128,Debit,Branch,24.0,Student,569.25,1.0,1.0,1.0,1
1129,Debit,Branch,24.0,Student,954.83,1.0,1.0,1.0,1
1130,Debit,ATM,76.0,Retired,1831.2,4.0,4.0,4.0,2
1131,Debit,ATM,36.0,Engineer,9384.54,2.0,2.0,2.0,0
1132,Debit,Online,66.0,Retired,1968.3600000000001,4.0,4.0,4.0,2
1133,Debit,Online,53.0,Retired,4203.05,3.0,3.0,3.0,2
1134,Credit,Online,19.0,Student,959.9399999999999,1.0,1.0,1.0,1
1135,Debit,Online,22.0,Student,271.64,1.0,1.0,1.0,1
1136,Credit,Branch,41.0,Doctor,12571.76,2.0,2.0,2.0,3
1137,Debit,Online,22.0,Student,8627.08,1.0,1.0,1.0,1
1138,Debit,Branch,28.0,Student,422.32,1.0,1.0,1.0,1
1139,Credit,Branch,66.0,Doctor,12961.53,4.0,4.0,4.0,3
1140,Debit,Branch,68.0,Retired,6381.6,4.0,4.0,4.0,2
1141,Debit,Branch,28.0,Student,117.98000000000002,1.0,1.0,1.0,1
1142,Credit,Branch,57.0,Retired,1715.22,3.0,3.0,3.0,3
1143,Debit,Online,29.0,Doctor,5599.81,1.0,1.0,1.0,0
1144,Debit,Branch,61.0,Retired,7904.240000000001,3.0,3.0,3.0,2
1145,Debit,Online,49.0,Engineer,1490.44,2.0,2.0,2.0,0
1146,Debit,ATM,56.0,Retired,1532.72,3.0,3.0,3.0,2
1147,Debit,Branch,18.0,Student,5976.0,1.0,1.0,1.0,1
1148,Credit,ATM,19.0,Student,1673.76,1.0,1.0,1.0,1
1149,Debit,Branch,76.0,Retired,3290.72,4.0,4.0,4.0,2
1150,Debit,ATM,26.0,Engineer,3030.97,1.0,1.0,1.0,0
1151,Debit,Branch,20.0,Student,369.86,1.0,1.0,1.0,1
1152,Debit,Branch,58.0,Engineer,6570.36,3.0,3.0,3.0,2
1153,Debit,Branch,76.0,Retired,2264.98,4.0,4.0,4.0,2
1154,Credit,Online,75.0,Retired,5029.87,4.0,4.0,4.0,3
1155,Debit,Branch,62.0,Doctor,12327.74,3.0,3.0,3.0,2
1156,Debit,Branch,62.0,Retired,5172.99,3.0,3.0,3.0,2
1157,Debit,Branch,54.0,Doctor,8981.1,3.0,3.0,3.0,2
1158,Debit,ATM,34.0,Doctor,7914.999999999999,2.0,2.0,2.0,0
1159,Debit,Online,27.0,Student,500.84,1.0,1.0,1.0,1
1160,Debit,Branch,43.0,Doctor,13784.4,2.0,2.0,2.0,0
1161,Credit,Online,62.0,Retired,7392.79,3.0,3.0,3.0,3
1162,Credit,Online,34.0,Doctor,14765.41,2.0,2.0,2.0,3
1163,Debit,ATM,68.0,Doctor,5360.19,4.0,4.0,4.0,2
1164,Debit,Online,72.0,Retired,5878.14,4.0,4.0,4.0,2
1165,Debit,ATM,56.0,Retired,5889.51,3.0,3.0,3.0,2
1166,Debit,Online,33.0,Engineer,4381.54,1.0,1.0,1.0,0
1167,Credit,Online,49.0,Engineer,8478.46,2.0,2.0,2.0,3
1168,Credit,Online,26.0,Student,185.47,1.0,1.0,1.0,1
1169,Debit,ATM,43.0,Engineer,2443.54,2.0,2.0,2.0,0
1170,Debit,Branch,23.0,Student,699.8999999999999,1.0,1.0,1.0,1
1171,Debit,ATM,27.0,Engineer,4739.59,1.0,1.0,1.0,0
1172,Debit,ATM,49.0,Doctor,12893.85,2.0,2.0,2.0,0
1173,Debit,ATM,65.0,Retired,2402.58,4.0,4.0,4.0,2
1174,Credit,Online,59.0,Retired,7626.53,3.0,3.0,3.0,3
1175,Debit,Online,52.0,Retired,1014.6300000000001,3.0,3.0,3.0,2
1176,Debit,ATM,28.0,Student,1358.54,1.0,1.0,1.0,1
1177,Debit,ATM,23.0,Student,1602.13,1.0,1.0,1.0,1
1178,Debit,Online,61.0,Retired,1731.89,3.0,3.0,3.0,2
1179,Credit,Branch,53.0,Doctor,12578.75,3.0,3.0,3.0,3
1180,Credit,Branch,67.0,Retired,1712.41,4.0,4.0,4.0,3
1181,Debit,ATM,78.0,Retired,3485.03,4.0,4.0,4.0,2
1182,Credit,Branch,78.0,Retired,1146.78,4.0,4.0,4.0,3
1183,Debit,ATM,50.0,Doctor,6393.12,3.0,3.0,3.0,2
1184,Credit,Online,40.0,Doctor,680.5499999999998,2.0,2.0,2.0,3
1185,Debit,Online,70.0,Doctor,7037.34,4.0,4.0,4.0,2
1186,Credit,Branch,28.0,Student,105.01,1.0,1.0,1.0,1
1187,Debit,Branch,32.0,Doctor,1360.85,1.0,1.0,1.0,0
1188,Debit,Branch,25.0,Student,1649.92,1.0,1.0,1.0,1
1189,Debit,Branch,52.0,Doctor,5237.36,3.0,3.0,3.0,2
1190,Debit,ATM,33.0,Doctor,14348.65,1.0,1.0,1.0,0
1191,Debit,Online,67.0,Retired,5625.55,4.0,4.0,4.0,2
1192,Debit,ATM,41.0,Engineer,3438.02,2.0,2.0,2.0,0
1193,Debit,ATM,29.0,Doctor,10668.24,1.0,1.0,1.0,0
1194,Debit,ATM,49.0,Engineer,2018.9000000000003,2.0,2.0,2.0,0
1195,Debit,ATM,59.0,Engineer,9500.95,3.0,3.0,3.0,2
1196,Debit,ATM,55.0,Retired,2472.99,3.0,3.0,3.0,2
1197,Debit,Branch,38.0,Doctor,6522.47,2.0,2.0,2.0,0
1198,Debit,Online,20.0,Student,1223.45,1.0,1.0,1.0,1
1199,Debit,ATM,39.0,Engineer,778.74,2.0,2.0,2.0,0
1200,Debit,ATM,61.0,Retired,2246.15,3.0,3.0,3.0,2
1201,Credit,Online,25.0,Student,219.53,1.0,1.0,1.0,1
1202,Debit,Branch,38.0,Doctor,12896.06,2.0,2.0,2.0,0
1203,Credit,Branch,30.0,Engineer,8697.11,1.0,1.0,1.0,0
1204,Debit,Online,66.0,Retired,6414.11,4.0,4.0,4.0,2
1205,Debit,Online,64.0,Retired,5767.51,3.0,3.0,3.0,2
1206,Debit,ATM,68.0,Retired,2815.86,4.0,4.0,4.0,2
1207,Debit,Online,55.0,Engineer,2991.17,3.0,3.0,3.0,2
1208,Debit,Branch,48.0,Engineer,224.65,2.0,2.0,2.0,0
1209,Credit,Branch,20.0,Student,1236.76,1.0,1.0,1.0,1
1210,Debit,ATM,60.0,Doctor,13586.99,3.0,3.0,3.0,2
1211,Debit,ATM,26.0,Engineer,7117.35,1.0,1.0,1.0,0
1212,Credit,Branch,61.0,Retired,7235.87,3.0,3.0,3.0,3
1213,Debit,Branch,72.0,Retired,7318.64,4.0,4.0,4.0,2
1214,Debit,ATM,43.0,Doctor,9847.6,2.0,2.0,2.0,0
1215,Credit,Online,80.0,Retired,2968.75,4.0,4.0,4.0,3
1216,Credit,Online,31.0,Doctor,9323.71,1.0,1.0,1.0,0
1217,Credit,Online,18.0,Student,1764.08,1.0,1.0,1.0,1
1218,Debit,ATM,75.0,Retired,5683.49,4.0,4.0,4.0,2
1219,Debit,Online,33.0,Doctor,5225.73,1.0,1.0,1.0,0
1220,Debit,ATM,63.0,Retired,6445.4,3.0,3.0,3.0,2
1221,Debit,Online,24.0,Student,289.71,1.0,1.0,1.0,1
1222,Credit,Online,51.0,Engineer,9200.74,3.0,3.0,3.0,3
1223,Debit,Online,25.0,Student,300.87,1.0,1.0,1.0,1
1224,Credit,ATM,48.0,Doctor,743.8999999999999,2.0,2.0,2.0,3
1225,Debit,ATM,21.0,Student,1200.35,1.0,1.0,1.0,1
1226,Debit,ATM,56.0,Retired,1562.39,3.0,3.0,3.0,2
1227,Credit,Branch,49.0,Doctor,7719.709999999999,2.0,2.0,2.0,3
1228,Debit,Online,20.0,Student,1833.67,1.0,1.0,1.0,1
1229,Debit,ATM,71.0,Retired,5396.65,4.0,4.0,4.0,2
1230,Debit,ATM,57.0,Doctor,12995.7,3.0,3.0,3.0,2
1231,Debit,ATM,40.0,Engineer,7616.43,2.0,2.0,2.0,0
1232,Credit,ATM,35.0,Doctor,12500.8,2.0,2.0,2.0,3
1233,Debit,ATM,19.0,Student,1127.08,1.0,1.0,1.0,1
1234,Credit,Branch,76.0,Retired,3621.98,4.0,4.0,4.0,3
1235,Debit,Online,49.0,Engineer,5212.28,2.0,2.0,2.0,0
1236,Credit,Branch,58.0,Retired,2727.45,3.0,3.0,3.0,3
1237,Debit,Branch,26.0,Engineer,6089.79,1.0,1.0,1.0,0
1238,Debit,Branch,58.0,Engineer,2618.1,3.0,3.0,3.0,2
1239,Debit,ATM,31.0,Doctor,11988.12,1.0,1.0,1.0,0
1240,Debit,ATM,55.0,Engineer,3841.4199999999996,3.0,3.0,3.0,2
1241,Credit,Branch,28.0,Student,321.21,1.0,1.0,1.0,1
1242,Debit,Online,37.0,Engineer,9754.73,2.0,2.0,2.0,0
1243,Debit,Branch,57.0,Engineer,9584.52,3.0,3.0,3.0,2
1244,Debit,ATM,31.0,Doctor,7624.56,1.0,1.0,1.0,0
1245,Debit,Online,47.0,Engineer,2485.73,2.0,2.0,2.0,0
1246,Debit,Online,36.0,Engineer,2137.9,2.0,2.0,2.0,0
1247,Debit,Branch,30.0,Doctor,6412.85,1.0,1.0,1.0,0
1248,Credit,Branch,23.0,Student,707.25,1.0,1.0,1.0,1
1249,Debit,Online,48.0,Engineer,8300.54,2.0,2.0,2.0,0
1250,Debit,ATM,45.0,Doctor,7717.339999999999,2.0,2.0,2.0,0
1251,Credit,Online,39.0,Doctor,6967.03,2.0,2.0,2.0,3
1252,Debit,Branch,54.0,Retired,5158.6,3.0,3.0,3.0,2
1253,Debit,Online,67.0,Doctor,12031.14,4.0,4.0,4.0,2
1254,Debit,Branch,73.0,Retired,7093.68,4.0,4.0,4.0,2
1255,Debit,Branch,29.0,Doctor,8539.86,1.0,1.0,1.0,0
1256,Debit,Branch,59.0,Retired,7640.57,3.0,3.0,3.0,2
1257,Debit,ATM,24.0,Student,1292.21,1.0,1.0,1.0,1
1258,Debit,Branch,63.0,Retired,5958.75,3.0,3.0,3.0,2
1259,Debit,Online,25.0,Student,708.7399999999999,1.0,1.0,1.0,1
1260,Credit,Branch,28.0,Student,1744.4,1.0,1.0,1.0,1
1261,Debit,ATM,25.0,Student,273.78,1.0,1.0,1.0,1
1262,Debit,Branch,25.0,Student,130.76,1.0,1.0,1.0,1
1263,Debit,Branch,49.0,Doctor,10389.6,2.0,2.0,2.0,0
1264,Debit,Online,63.0,Doctor,1048.18,3.0,3.0,3.0,2
1265,Credit,Online,32.0,Doctor,12896.68,1.0,1.0,1.0,0
1266,Debit,Branch,43.0,Engineer,8208.54,2.0,2.0,2.0,0
1267,Debit,Online,38.0,Engineer,5244.49,2.0,2.0,2.0,0
1268,Debit,Online,37.0,Doctor,11935.14,2.0,2.0,2.0,0
1269,Debit,ATM,24.0,Student,1484.76,1.0,1.0,1.0,1
1270,Credit,Online,23.0,Student,6513.34,1.0,1.0,1.0,1
1271,Debit,ATM,35.0,Doctor,13801.15,2.0,2.0,2.0,0
1272,Debit,Online,68.0,Doctor,12958.65,4.0,4.0,4.0,2
1273,Debit,Online,32.0,Doctor,9588.71,1.0,1.0,1.0,0
1274,Debit,Online,49.0,Engineer,3475.99,2.0,2.0,2.0,0
1275,Debit,Branch,29.0,Engineer,7544.399999999999,1.0,1.0,1.0,0
1276,Debit,ATM,19.0,Student,1193.61,1.0,1.0,1.0,1
1277,Debit,Online,33.0,Doctor,12063.77,1.0,1.0,1.0,0
1278,Debit,ATM,27.0,Student,892.8299999999999,1.0,1.0,1.0,1
1279,Debit,Online,54.0,Engineer,1230.12,3.0,3.0,3.0,2
1280,Debit,Branch,18.0,Student,1479.67,1.0,1.0,1.0,1
1281,Credit,ATM,54.0,Doctor,1265.28,3.0,3.0,3.0,3
1282,Debit,Branch,76.0,Retired,3228.87,4.0,4.0,4.0,2
1283,Debit,Online,19.0,Student,1111.67,1.0,1.0,1.0,1
1284,Debit,Online,56.0,Engineer,3213.16,3.0,3.0,3.0,2
1285,Credit,Online,63.0,Doctor,12719.93,3.0,3.0,3.0,3
1286,Credit,ATM,63.0,Retired,2040.77,3.0,3.0,3.0,3
1287,Debit,Branch,20.0,Student,1309.85,1.0,1.0,1.0,1
1288,Credit,Online,25.0,Student,164.61,1.0,1.0,1.0,1
1289,Credit,Branch,49.0,Engineer,4230.37,2.0,2.0,2.0,3
1290,Debit,ATM,27.0,Student,761.0,1.0,1.0,1.0,1
1291,Debit,Online,67.0,Retired,2923.83,4.0,4.0,4.0,2
1292,Debit,Online,61.0,Retired,7372.47,3.0,3.0,3.0,2
1293,Debit,ATM,39.0,Doctor,871.1,2.0,2.0,2.0,0
1294,Debit,Branch,45.0,Engineer,3023.16,2.0,2.0,2.0,0
1295,Debit,Online,19.0,Student,1119.21,1.0,1.0,1.0,1
1296,Debit,Online,68.0,Retired,6400.59,4.0,4.0,4.0,2
1297,Debit,Online,63.0,Doctor,13884.24,3.0,3.0,3.0,2
1298,Debit,ATM,19.0,Student,620.83,1.0,1.0,1.0,1
1299,Debit,ATM,19.0,Student,1938.0100000000002,1.0,1.0,1.0,1
1300,Debit,Branch,19.0,Student,964.79,1.0,1.0,1.0,1
1301,Debit,Online,56.0,Retired,1870.16,3.0,3.0,3.0,2
1302,Debit,Online,34.0,Doctor,5577.94,2.0,2.0,2.0,0
1303,Debit,ATM,36.0,Engineer,8700.8,2.0,2.0,2.0,0
1304,Debit,Online,60.0,Retired,2794.66,3.0,3.0,3.0,2
1305,Debit,Online,45.0,Engineer,6169.71,2.0,2.0,2.0,0
1306,Debit,ATM,25.0,Student,831.7499999999999,1.0,1.0,1.0,1
1307,Debit,Branch,53.0,Retired,2451.56,3.0,3.0,3.0,2
1308,Credit,Online,34.0,Doctor,13625.52,2.0,2.0,2.0,3
1309,Debit,Branch,20.0,Student,1379.39,1.0,1.0,1.0,1
1310,Debit,Branch,25.0,Student,865.4899999999999,1.0,1.0,1.0,1
1311,Credit,Online,76.0,Retired,7147.4,4.0,4.0,4.0,3
1312,Credit,Online,35.0,Engineer,7833.85,2.0,2.0,2.0,3
1313,Debit,Branch,80.0,Retired,4840.67,4.0,4.0,4.0,2
1314,Debit,Branch,70.0,Retired,7361.47,4.0,4.0,4.0,2
1315,Debit,Branch,45.0,Doctor,5128.44,2.0,2.0,2.0,0
1316,Debit,ATM,62.0,Doctor,12381.45,3.0,3.0,3.0,2
1317,Debit,ATM,29.0,Engineer,4008.05,1.0,1.0,1.0,0
1318,Debit,ATM,77.0,Retired,6462.41,4.0,4.0,4.0,2
1319,Credit,ATM,48.0,Engineer,6470.57,2.0,2.0,2.0,3
1320,Debit,Online,48.0,Engineer,4854.83,2.0,2.0,2.0,0
1321,Debit,ATM,48.0,Doctor,12652.22,2.0,2.0,2.0,0
1322,Debit,Branch,68.0,Doctor,11705.88,4.0,4.0,4.0,2
1323,Debit,ATM,35.0,Doctor,932.61,2.0,2.0,2.0,0
1324,Debit,Branch,61.0,Doctor,11613.58,3.0,3.0,3.0,2
1325,Debit,ATM,25.0,Student,1068.55,1.0,1.0,1.0,1
1326,Debit,Online,28.0,Student,1616.3,1.0,1.0,1.0,1
1327,Debit,Branch,23.0,Student,471.2799999999999,1.0,1.0,1.0,1
1328,Credit,Branch,21.0,Student,106.86,1.0,1.0,1.0,1
1329,Debit,Online,72.0,Retired,2457.1,4.0,4.0,4.0,2
1330,Debit,Branch,69.0,Retired,5882.12,4.0,4.0,4.0,2
1331,Credit,Online,55.0,Retired,1938.99,3.0,3.0,3.0,3
1332,Debit,Online,57.0,Retired,4079.09,3.0,3.0,3.0,2
1333,Credit,Branch,28.0,Engineer,860.1199999999999,1.0,1.0,1.0,1
1334,Debit,Online,68.0,Retired,7811.310000000001,4.0,4.0,4.0,2
1335,Debit,Branch,24.0,Student,1181.84,1.0,1.0,1.0,1
1336,Debit,ATM,58.0,Doctor,10915.54,3.0,3.0,3.0,2
1337,Debit,Online,20.0,Student,1121.19,1.0,1.0,1.0,1
1338,Credit,Online,53.0,Engineer,5621.86,3.0,3.0,3.0,3
1339,Debit,ATM,56.0,Engineer,8873.43,3.0,3.0,3.0,2
1340,Debit,Branch,41.0,Doctor,6990.92,2.0,2.0,2.0,0
1341,Debit,ATM,60.0,Engineer,7831.56,3.0,3.0,3.0,2
1342,Debit,Branch,51.0,Retired,6173.23,3.0,3.0,3.0,2
1343,Debit,ATM,56.0,Doctor,9523.72,3.0,3.0,3.0,2
1344,Debit,Branch,33.0,Doctor,6420.47,1.0,1.0,1.0,0
1345,Debit,ATM,35.0,Engineer,6430.41,2.0,2.0,2.0,0
1346,Debit,Branch,28.0,Student,1635.05,1.0,1.0,1.0,1
1347,Debit,Online,66.0,Retired,6697.79,4.0,4.0,4.0,2
1348,Debit,Branch,58.0,Doctor,7369.89,3.0,3.0,3.0,2
1349,Debit,ATM,40.0,Engineer,6903.68,2.0,2.0,2.0,0
1350,Debit,Online,65.0,Doctor,11748.86,4.0,4.0,4.0,2
1351,Debit,Online,42.0,Doctor,7303.23,2.0,2.0,2.0,0
1352,Debit,Branch,29.0,Doctor,10619.35,1.0,1.0,1.0,0
1353,Credit,Online,54.0,Retired,1794.5,3.0,3.0,3.0,3
1354,Credit,Branch,59.0,Doctor,12970.21,3.0,3.0,3.0,3
1355,Debit,Branch,56.0,Doctor,120.88999999999999,3.0,3.0,3.0,2
1356,Debit,ATM,67.0,Doctor,5692.31,4.0,4.0,4.0,2
1357,Debit,Branch,50.0,Engineer,9879.87,3.0,3.0,3.0,2
1358,Credit,ATM,64.0,Retired,6266.65,3.0,3.0,3.0,3
1359,Debit,Online,31.0,Doctor,14268.95,1.0,1.0,1.0,0
1360,Credit,ATM,52.0,Engineer,6449.83,3.0,3.0,3.0,3
1361,Debit,ATM,60.0,Engineer,6741.41,3.0,3.0,3.0,2
1362,Debit,ATM,25.0,Student,1008.44,1.0,1.0,1.0,1
1363,Debit,Branch,23.0,Student,1711.78,1.0,1.0,1.0,1
1364,Debit,Online,77.0,Retired,5107.75,4.0,4.0,4.0,2
1365,Debit,Branch,33.0,Engineer,5229.95,1.0,1.0,1.0,0
1366,Debit,Online,20.0,Student,339.16,1.0,1.0,1.0,1
1367,Credit,Online,32.0,Doctor,10442.48,1.0,1.0,1.0,0
1368,Debit,Online,63.0,Retired,4324.4,3.0,3.0,3.0,2
1369,Debit,Branch,55.0,Retired,6292.29,3.0,3.0,3.0,2
1370,Credit,Branch,21.0,Student,269.01,1.0,1.0,1.0,1
1371,Credit,ATM,78.0,Retired,5379.25,4.0,4.0,4.0,3
1372,Credit,Branch,53.0,Doctor,6366.84,3.0,3.0,3.0,3
1373,Debit,ATM,22.0,Student,1839.1,1.0,1.0,1.0,1
1374,Debit,ATM,53.0,Retired,3966.5399999999995,3.0,3.0,3.0,2
1375,Debit,Branch,33.0,Engineer,9983.36,1.0,1.0,1.0,0
1376,Debit,Branch,66.0,Retired,4577.09,4.0,4.0,4.0,2
1377,Credit,Online,65.0,Doctor,7458.029999999999,4.0,4.0,4.0,3
1378,Debit,Branch,32.0,Engineer,6397.29,1.0,1.0,1.0,0
1379,Debit,ATM,30.0,Doctor,6034.73,1.0,1.0,1.0,0
1380,Debit,ATM,55.0,Engineer,9826.26,3.0,3.0,3.0,2
1381,Debit,ATM,45.0,Engineer,3736.3800000000006,2.0,2.0,2.0,0
1382,Debit,Branch,27.0,Student,646.8499999999999,1.0,1.0,1.0,1
1383,Debit,ATM,72.0,Retired,6385.12,4.0,4.0,4.0,2
1384,Credit,Branch,57.0,Retired,4161.71,3.0,3.0,3.0,3
1385,Credit,Online,51.0,Doctor,11079.77,3.0,3.0,3.0,3
1386,Debit,Online,69.0,Doctor,10017.11,4.0,4.0,4.0,2
1387,Credit,Online,26.0,Student,1644.09,1.0,1.0,1.0,1
1388,Debit,ATM,28.0,Student,387.65,1.0,1.0,1.0,1
1389,Debit,Online,18.0,Student,528.38,1.0,1.0,1.0,1
1390,Debit,ATM,55.0,Retired,7530.299999999999,3.0,3.0,3.0,2
1391,Debit,Online,62.0,Doctor,10887.59,3.0,3.0,3.0,2
1392,Credit,Branch,61.0,Retired,7307.11,3.0,3.0,3.0,3
1393,Debit,Branch,60.0,Engineer,2284.41,3.0,3.0,3.0,2
1394,Debit,Branch,22.0,Student,1918.3600000000001,1.0,1.0,1.0,1
1395,Debit,Online,22.0,Student,503.01,1.0,1.0,1.0,1
1396,Debit,Branch,37.0,Engineer,1216.91,2.0,2.0,2.0,0
1397,Debit,ATM,18.0,Student,1071.04,1.0,1.0,1.0,1
1398,Debit,ATM,21.0,Student,187.9,1.0,1.0,1.0,1
1399,Debit,ATM,72.0,Retired,7145.67,4.0,4.0,4.0,2
1400,Debit,Online,28.0,Student,1493.88,1.0,1.0,1.0,1
1401,Credit,Branch,41.0,Engineer,8658.95,2.0,2.0,2.0,3
1402,Debit,Branch,28.0,Student,164.12,1.0,1.0,1.0,1
1403,Debit,ATM,53.0,Engineer,7089.9,3.0,3.0,3.0,2
1404,Credit,Online,21.0,Student,841.6499999999999,1.0,1.0,1.0,1
1405,Credit,Branch,71.0,Retired,5677.05,4.0,4.0,4.0,3
1406,Credit,Online,26.0,Student,1658.49,1.0,1.0,1.0,1
1407,Debit,Branch,63.0,Doctor,10171.68,3.0,3.0,3.0,2
1408,Debit,Branch,64.0,Doctor,13847.99,3.0,3.0,3.0,2
1409,Debit,ATM,51.0,Retired,3688.98,3.0,3.0,3.0,2
1410,Debit,Branch,52.0,Engineer,5619.95,3.0,3.0,3.0,2
1411,Credit,Branch,20.0,Student,342.08,1.0,1.0,1.0,1
1412,Debit,Online,53.0,Engineer,4702.86,3.0,3.0,3.0,2
1413,Debit,Online,59.0,Doctor,12703.24,3.0,3.0,3.0,2
1414,Credit,Online,73.0,Retired,6659.81,4.0,4.0,4.0,3
1415,Credit,Online,42.0,Doctor,7860.65,2.0,2.0,2.0,3
1416,Debit,ATM,55.0,Engineer,1275.2,3.0,3.0,3.0,2
1417,Debit,Branch,26.0,Student,1265.27,1.0,1.0,1.0,1
1418,Debit,ATM,22.0,Student,1241.59,1.0,1.0,1.0,1
1419,Debit,Online,25.0,Student,874.93,1.0,1.0,1.0,1
1420,Credit,Online,48.0,Engineer,5716.72,2.0,2.0,2.0,3
1421,Debit,ATM,62.0,Retired,1541.48,3.0,3.0,3.0,2
1422,Debit,ATM,49.0,Doctor,14817.22,2.0,2.0,2.0,0
1423,Credit,Branch,32.0,Engineer,2587.11,1.0,1.0,1.0,1
1424,Debit,Branch,55.0,Doctor,173.7,3.0,3.0,3.0,2
1425,Debit,ATM,49.0,Doctor,11847.07,2.0,2.0,2.0,0
1426,Debit,Online,33.0,Doctor,11146.74,1.0,1.0,1.0,0
1427,Debit,ATM,49.0,Engineer,369.79,2.0,2.0,2.0,0
1428,Credit,Online,75.0,Retired,6396.08,4.0,4.0,4.0,3
1429,Debit,Online,52.0,Retired,4840.31,3.0,3.0,3.0,2
1430,Debit,Branch,29.0,Doctor,1334.6,1.0,1.0,1.0,0
1431,Credit,Online,32.0,Engineer,2774.35,1.0,1.0,1.0,1
1432,Debit,ATM,27.0,Student,1368.0,1.0,1.0,1.0,1
1433,Debit,Online,67.0,Retired,4536.38,4.0,4.0,4.0,2
1434,Debit,Branch,21.0,Student,1293.39,1.0,1.0,1.0,1
1435,Credit,ATM,26.0,Student,441.54,1.0,1.0,1.0,1
1436,Debit,ATM,34.0,Engineer,8485.14,2.0,2.0,2.0,0
1437,Credit,ATM,24.0,Student,999.6200000000001,1.0,1.0,1.0,1
1438,Debit,Branch,55.0,Doctor,14273.42,3.0,3.0,3.0,2
1439,Debit,ATM,22.0,Student,1863.7,1.0,1.0,1.0,1
1440,Debit,ATM,20.0,Student,8640.56,1.0,1.0,1.0,1
1441,Debit,ATM,57.0,Doctor,259.44,3.0,3.0,3.0,2
1442,Debit,ATM,31.0,Engineer,5526.97,1.0,1.0,1.0,0
1443,Credit,Branch,23.0,Student,929.6,1.0,1.0,1.0,1
1444,Debit,ATM,26.0,Student,587.1199999999999,1.0,1.0,1.0,1
1445,Debit,Branch,47.0,Engineer,4760.34,2.0,2.0,2.0,0
1446,Debit,Online,26.0,Student,1594.04,1.0,1.0,1.0,1
1447,Debit,Branch,68.0,Doctor,13777.79,4.0,4.0,4.0,2
1448,Credit,Branch,74.0,Retired,1794.65,4.0,4.0,4.0,3
1449,Debit,ATM,80.0,Retired,7071.32,4.0,4.0,4.0,2
1450,Credit,Online,78.0,Retired,7525.7300000000005,4.0,4.0,4.0,3
1451,Debit,Branch,56.0,Retired,2989.25,3.0,3.0,3.0,2
1452,Debit,ATM,64.0,Retired,7620.6,3.0,3.0,3.0,2
1453,Credit,Online,71.0,Retired,5549.2,4.0,4.0,4.0,3
1454,Debit,Branch,31.0,Engineer,6782.61,1.0,1.0,1.0,0
1455,Debit,Online,28.0,Student,1968.51,1.0,1.0,1.0,1
1456,Debit,Online,56.0,Retired,5340.73,3.0,3.0,3.0,2
1457,Debit,Online,51.0,Retired,3267.84,3.0,3.0,3.0,2
1458,Debit,ATM,69.0,Retired,6941.47,4.0,4.0,4.0,2
1459,Debit,ATM,67.0,Retired,7567.2,4.0,4.0,4.0,2
1460,Debit,Branch,31.0,Engineer,7001.25,1.0,1.0,1.0,0
1461,Debit,ATM,70.0,Retired,1983.65,4.0,4.0,4.0,2
1462,Debit,Branch,20.0,Student,686.9099999999999,1.0,1.0,1.0,1
1463,Credit,Branch,28.0,Student,213.36,1.0,1.0,1.0,1
1464,Debit,Online,22.0,Student,1443.02,1.0,1.0,1.0,1
1465,Debit,Branch,52.0,Doctor,8450.84,3.0,3.0,3.0,2
1466,Debit,Online,61.0,Retired,7996.699999999999,3.0,3.0,3.0,2
1467,Debit,Online,67.0,Doctor,1262.68,4.0,4.0,4.0,2
1468,Credit,Branch,23.0,Student,1697.28,1.0,1.0,1.0,1
1469,Debit,Branch,58.0,Engineer,2591.65,3.0,3.0,3.0,2
1470,Debit,Online,60.0,Doctor,12002.16,3.0,3.0,3.0,2
1471,Debit,Online,57.0,Engineer,8726.92,3.0,3.0,3.0,2
1472,Credit,Online,59.0,Retired,3736.57,3.0,3.0,3.0,3
1473,Credit,Branch,19.0,Student,1225.69,1.0,1.0,1.0,1
1474,Credit,Online,28.0,Student,1277.7,1.0,1.0,1.0,1
1475,Debit,Branch,20.0,Student,454.66,1.0,1.0,1.0,1
1476,Debit,ATM,20.0,Student,1519.51,1.0,1.0,1.0,1
1477,Debit,Online,46.0,Engineer,8045.77,2.0,2.0,2.0,0
1478,Debit,Online,24.0,Student,1331.3,1.0,1.0,1.0,1
1479,Credit,Branch,25.0,Student,1843.57,1.0,1.0,1.0,1
1480,Debit,ATM,56.0,Engineer,8422.2,3.0,3.0,3.0,2
1481,Debit,ATM,47.0,Doctor,7987.740000000001,2.0,2.0,2.0,0
1482,Debit,Online,22.0,Student,327.68,1.0,1.0,1.0,1
